Record;[0]\[3];[3]\[0]
195370;ShackBrokeWall02 [STAT:0002FB2A];Architecture\ShackKit\ShackBrokeWall02.nif
195371;ShackBrokeWall03 [STAT:0002FB2B];Architecture\ShackKit\ShackBrokeWall03.nif
195422;ShackBrokeWall04 [STAT:0002FB5E];Architecture\ShackKit\ShackBrokeWall04.nif
195423;ShackBrokeWall05 [STAT:0002FB5F];Architecture\ShackKit\ShackBrokeWall05.nif
195424;ShackBrokeWall06 [STAT:0002FB60];Architecture\ShackKit\ShackBrokeWall06.nif
195426;ShackBrokePole01 [STAT:0002FB62];Architecture\ShackKit\ShackBrokePole01.nif
195427;ShackBrokePole02 [STAT:0002FB63];Architecture\ShackKit\ShackBrokePole02.nif
195428;ShackBrokePole03 [STAT:0002FB64];Architecture\ShackKit\ShackBrokePole03.nif
195462;1stPersonVolendrung [STAT:0002FB86];Weapons\Volendrung\1stPersonVolendrung.nif
195524;MrkArnleifTrading01 [STAT:0002FBC4];Architecture\Markarth\MrkArnleifTrading01.nif
195804;SLgFTraCon06 [STAT:0002FCDC];Architecture\Solitude\Interiors\SLgFTraCon06.nif
197756;SMdFTraCell01 [STAT:0003047C];Architecture\Solitude\Interiors\SMdFTraCell01.nif
197757;SMdFArchCell02 [STAT:0003047D];Architecture\Solitude\Interiors\SMdFArchCell02.nif
197758;SMdFTraCell02 [STAT:0003047E];Architecture\Solitude\Interiors\SMdFTraCell02.nif
197759;SMdFArchCell01 [STAT:0003047F];Architecture\Solitude\Interiors\SMdFArchCell01.nif
197801;SMdFFloCell01 [STAT:000304A9];Architecture\Solitude\Interiors\SMdFFloCell01.nif
197805;SMdFCeiCell01 [STAT:000304AD];Architecture\Solitude\Interiors\SMdFCeiCell01.nif
199377;DweWallSconce01 [STAT:00030AD1];Dungeons\Dwemer\DweWallSconce01.nif
199378;DweChandelier01 [STAT:00030AD2];Dungeons\Dwemer\DweChandelier01.nif
219889;NorDragonStatue01snow [STAT:00035AF1];Dungeons\Nordic\RuinsDragonStatue01.nif
264914;WRJorvaskr01BackPorch01 [STAT:00040AD2];Architecture\WhiteRun\WRBuildings\WRJorvaskr01BackPorch01.nif
265123;WRTerCloud02 [STAT:00040BA3];Architecture\WhiteRun\WRTerrain\WRTerCloud02.nif
265128;WRTerCloud03 [STAT:00040BA8];Architecture\WhiteRun\WRTerrain\WRTerCloud03.nif
265133;ImpJailPole01 [STAT:00040BAD];Dungeons\Imperial\Jail\ImpJailPole01.nif
265134;ImpJailTop01 [STAT:00040BAE];Dungeons\Imperial\Jail\ImpJailTop01.nif
265135;ImpJailWall01 [STAT:00040BAF];Dungeons\Imperial\Jail\ImpJailWall01.nif
265136;ImpJailWall02 [STAT:00040BB0];Dungeons\Imperial\Jail\ImpJailWall02.nif
265137;ImpJailDoorframe01 [STAT:00040BB1];Dungeons\Imperial\Jail\ImpJailDoorframe01.nif
265523;SMdFWalSol06 [STAT:00040D33];Architecture\Solitude\Interiors\SMdFWalSol06.nif
265599;SMdFTraCon04 [STAT:00040D7F];Architecture\Solitude\Interiors\SMdFTraCon04.nif
266607;SMdFCelJail01 [STAT:0004116F];Architecture\Solitude\Interiors\SMdFCelJail01.nif
268636;MountainTrim01ReachDirt01 [STAT:0004195C];Landscape\Mountains\MountainTrim01.nif
268637;RockCliff02ReachDirt01Rocks01 [STAT:0004195D];Landscape\Rocks\RockCliff02.nif
268936;MountainCliffSlopeReachMoss01 [STAT:00041A88];Landscape\Mountains\MountainCliffSlope.nif
269060;MountainTrim01ReachMoss01 [STAT:00041B04];Landscape\Mountains\MountainTrim01.nif
269063;MountainTrim01ReachMossyRocks01 [STAT:00041B07];Landscape\Mountains\MountainTrim01.nif
269065;MountainTrim02ReachMoss01 [STAT:00041B09];Landscape\Mountains\MountainTrim02.nif
269196;RockPileM01ReachGrass01 [STAT:00041B8C];Landscape\Rocks\RockPileM01.nif
269198;RockPileM02ReachGrass01 [STAT:00041B8E];Landscape\Rocks\RockPileM02.nif
269528;RockPileL03ReachGrass01 [STAT:00041CD8];Landscape\Rocks\RockPileL03.nif
342309;RockPileM01ReachDirt01 [STAT:00053925];Landscape\Rocks\RockPileM01.nif
342318;RockPileM02ReachDirt01 [STAT:0005392E];Landscape\Rocks\RockPileM02.nif
342409;RockCliffMineEntranceReachGrass01A [STAT:00053989];Landscape\Rocks\RockCliffMineEntrance.nif
342455;RockPileL02ReachGrass01 [STAT:000539B7];Landscape\Rocks\RockPileL02.nif
342501;FarmIntInnEnd04 [STAT:000539E5];Architecture\Farmhouse\Interior\FarmIntInnEnd04.nif
342517;FarmIntInnWallEntrance01 [STAT:000539F5];Architecture\Farmhouse\Interior\FarmIntInnWallEntrance01.nif
342524;MrkTempleCrag01 [STAT:000539FC];Architecture\Markarth\MrkTempleCrag01.nif
350986;TundraPond01ReachGrass01 [STAT:00055B0A];Landscape\Tundra\TundraPond01.nif
350987;TundraPond01ReachMoss01 [STAT:00055B0B];Landscape\Tundra\TundraPond01.nif
350988;TundraStreamEnd01ReachMoss01 [STAT:00055B0C];Landscape\Tundra\TundraStreamEnd01.nif
351952;RockPileM01ReachMoss01 [STAT:00055ED0];Landscape\Rocks\RockPileM01.nif
353180;DweAstrolabeChamber01 [STAT:0005639C];Dungeons\Dwemer\Animated\Astrolabe\DweAstrolabeChamber01.nif
355993;SMdFWalSol07 [STAT:00056E99];Architecture\Solitude\Interiors\SMdFWalSol07.nif
356025;SLgFStaSol03 [STAT:00056EB9];Architecture\Solitude\Interiors\SLgFStaSol03.nif
356033;SMdFArchCon45 [STAT:00056EC1];Architecture\Solitude\Interiors\SMdFArchCon45.nif
358537;SMdFArchCellOut02 [STAT:00057889];Architecture\Solitude\Interiors\SMdFArchCellOut02.nif
359140;RockPileL01ReachGrass01 [STAT:00057AE4];Landscape\Rocks\RockPileL01.nif
359790;MountainCliffSlopeReachDirt01 [STAT:00057D6E];Landscape\Mountains\MountainCliffSlope.nif
372189;DweWallSconce02 [STAT:0005ADDD];Dungeons\Dwemer\DweWallSconce02.nif
372195;DweWallSconceCover01 [STAT:0005ADE3];Dungeons\Dwemer\DweWallSconceCover01.nif
372202;DweFloorLantern [STAT:0005ADEA];Dungeons\Dwemer\DweGroundLantern01.nif
372221;DweWallSconceSmall01 [STAT:0005ADFD];Dungeons\Dwemer\DweWallSconce03.nif
372348;DweWallSconceSmall02 [STAT:0005AE7C];Dungeons\Dwemer\DweWallSconce03Open.nif
373144;HayBale01 [STAT:0005B198];Clutter\Hay\HayBale01.nif
373195;CivilWarRubble03 [STAT:0005B1CB];Clutter\CivilWar\CivilWarRubble03.nif
373209;CivilWarRubble04 [STAT:0005B1D9];Clutter\CivilWar\CivilWarRubble04.nif
373214;CivilWarRubble05 [STAT:0005B1DE];Clutter\CivilWar\CivilWarRubble05.nif
373215;CivilWarRubble01 [STAT:0005B1DF];Clutter\CivilWar\CivilWarRubble01.nif
373225;CivilWarRubble02 [STAT:0005B1E9];Clutter\CivilWar\CivilWarRubble02.nif
379819;WRDunIntStr01Grate [STAT:0005CBAB];Architecture\WhiteRun\WRInteriors\WRDungeon\WRDunIntStr01Grate.nif
381683;WRDunIntCorDoubleHighL [STAT:0005D2F3];Architecture\WhiteRun\WRInteriors\WRDungeon\WRDunIntCorDoubleHighL.nif
381684;WRDunIntCorDoubleHighR [STAT:0005D2F4];Architecture\WhiteRun\WRInteriors\WRDungeon\WRDunIntCorDoubleHighR.nif
381700;WRDunIntStr01DoubleHigh [STAT:0005D304];Architecture\WhiteRun\WRInteriors\WRDungeon\WRDunIntStr01DoubleHigh.nif
382078;WRDunIntCorInDoubleHigh01 [STAT:0005D47E];Architecture\WhiteRun\WRInteriors\WRDungeon\WRDunIntCorInDoubleHigh01.nif
382092;WRDunIntStrDoubleHighTrans01 [STAT:0005D48C];Architecture\WhiteRun\WRInteriors\WRDungeon\WRDunIntStrDoubleHighTrans01.nif
382327;WRDunIntStr01DoubleHighAlcove [STAT:0005D577];Architecture\WhiteRun\WRInteriors\WRDungeon\WRDunIntStr01DoubleHighAlcove.nif
383403;WRHalloftheDeadShadowBox01 [STAT:0005D9AB];Architecture\WhiteRun\WRInteriors\WRDungeon\WRHalloftheDeadShadowBox01.nif
383989;WRDunIntHallofDeadCol01 [STAT:0005DBF5];Architecture\WhiteRun\WRInteriors\WRDungeon\WRDunIntHallofDeadCol01.nif
383992;WRDunIntCorDoubleHigh01 [STAT:0005DBF8];Architecture\WhiteRun\WRInteriors\WRDungeon\WRDunIntCorDoubleHigh01.nif
384163;WRDunIntWallfreeArch01 [STAT:0005DCA3];Architecture\WhiteRun\WRInteriors\WRDungeon\WRDunIntWallfreeArch01.nif
384243;WRDunIntDoorCustomDoubleHigh01 [STAT:0005DCF3];Architecture\WhiteRun\WRInteriors\WRDungeon\WRDunIntDoorCustomDoubleHigh01.nif
384249;WRIntWallHallofDeadTower01 [STAT:0005DCF9];Architecture\WhiteRun\WRInteriors\WRDungeon\WRIntWallHallofDeadTower01.nif
384251;WRIntWallHallofDeadRoof01 [STAT:0005DCFB];Architecture\WhiteRun\WRInteriors\WRDungeon\WRIntWallHallofDeadRoof01.nif
384275;WRRugHallofDead01Mid [STAT:0005DD13];Architecture\WhiteRun\WRClutter\WRRugHallofDead01Mid.nif
384290;WRRugHallofDead01End [STAT:0005DD22];Architecture\WhiteRun\WRClutter\WRRugHallofDead01End.nif
387341;SLgFWalInt01 [STAT:0005E90D];Architecture\Solitude\Interiors\SLgFWalInt01.nif
387356;SMdFTraCell03 [STAT:0005E91C];Architecture\Solitude\Interiors\SMdFTraCell03.nif
393573;CivilWarBanner02 [STAT:00060165];Clutter\CivilWar\CivilWarBanner02.nif
393574;CivilWarBanner01 [STAT:00060166];Clutter\CivilWar\CivilWarBanner01.nif
410704;ImpTowerOutHole01 [STAT:00064450];Dungeons\Imperial\Tower\ImpTowerOutHole01.nif
418736;SMdFCelJail02 [STAT:000663B0];Architecture\Solitude\Interiors\SMdFCelJail02.nif
418739;SImpSecretHalWay01 [STAT:000663B3];Architecture\Solitude\Interiors\SImpSecretHalWay01.nif
418805;SImpSecretHalWay02 [STAT:000663F5];Architecture\Solitude\Interiors\SImpSecretHalWay02.nif
419615;MountainTrim02ReachDirt01 [STAT:0006671F];Landscape\Mountains\MountainTrim02.nif
419619;MountainTrim01Dirt02 [STAT:00066723];Landscape\Mountains\MountainTrim01.nif
419625;RockPileS02FieldGrass02 [STAT:00066729];Landscape\Rocks\RockPileS02.nif
419639;RockPileM01FieldGrass02 [STAT:00066737];Landscape\Rocks\RockPileM01.nif
419643;MountainCliffSlopeFieldGrass02 [STAT:0006673B];Landscape\Mountains\MountainCliffSlope.nif
419650;RockCliff01FieldGrass02 [STAT:00066742];Landscape\Rocks\RockCliff01.nif
423099;RockPileS02FieldGrass01 [STAT:000674BB];Landscape\Rocks\RockPileS02.nif
423114;RockCliff05FieldGrass02 [STAT:000674CA];Landscape\Rocks\RockCliff05.nif
439146;DweChandelier02 [STAT:0006B36A];Dungeons\Dwemer\DweChandelier02.nif
439595;MountainCliffSlopeSnow01_HeavySN [STAT:0006B52B];Landscape\Mountains\MountainCliffSlope.nif
442601;NorExtWallBg1WayCurve01snow [STAT:0006C0E9];Dungeons\Nordic\Exterior\Walls\NorExtWallBg1WayCurve01.nif
444341;NorExtWallBgStairsSingle01Snow [STAT:0006C7B5];Dungeons\Nordic\Exterior\Walls\NorExtWallBgStairsSingle01.nif
445759;NorExtWallBgStairsSingle01HeavySnow [STAT:0006CD3F];Dungeons\Nordic\Exterior\Walls\NorExtWallBgStairsSingle01.nif
445790;CaveGECorner01cSnow [STAT:0006CD5E];Dungeons\Caves\Green\Epic\CaveGECorner01c.nif
445807;CaveGCliffsCornerOut01NSsnow [STAT:0006CD6F];Dungeons\Caves\Green\Cliffs\CaveGCliffsCornerOut01NS.nif
445811;CaveGEWall01snow [STAT:0006CD73];Dungeons\Caves\Green\Epic\CaveGEWall01.nif
445812;CaveGCliffs03NSice [STAT:0006CD74];Dungeons\Caves\Green\Cliffs\CaveGCliffs03NS.nif
445813;CaveGCliffs01ice [STAT:0006CD75];Dungeons\Caves\Green\Cliffs\CaveGCliffs01.nif
445820;SwordFernCluster03snow [STAT:0006CD7C];Landscape\Plants\SwordFernCluster03.nif
445829;CaveGWallDoor01ice [STAT:0006CD85];Dungeons\Caves\Green\SmallWall\CaveGWallDoor01.nif
445857;CaveGLPillar01ice [STAT:0006CDA1];Dungeons\Caves\Green\Pillars\CaveGLPillar01.nif
445858;CaveGEPillar06ice [STAT:0006CDA2];Dungeons\Caves\Green\Pillars\CaveGEPillar06.nif
445859;CaveGEDoor03ice [STAT:0006CDA3];Dungeons\Caves\Green\Epic\CaveGEDoor03.nif
445860;CaveGEWall02ice [STAT:0006CDA4];Dungeons\Caves\Green\Epic\CaveGEWall02.nif
445861;CaveGEWallStraight01ice [STAT:0006CDA5];Dungeons\Caves\Green\EpicWall\CaveGEWallStraight01.nif
445862;CaveGEPillar03ice [STAT:0006CDA6];Dungeons\Caves\Green\Pillars\CaveGEPillar03.nif
445877;CaveGEPillar05ice [STAT:0006CDB5];Dungeons\Caves\Green\Pillars\CaveGEPillar05.nif
445887;CaveGEWallCorner02ice [STAT:0006CDBF];Dungeons\Caves\Green\EpicWall\CaveGEWallCorner02.nif
445891;CaveGLWallStraight02ice [STAT:0006CDC3];Dungeons\Caves\Green\LargeWall\CaveGLWallStraight02.nif
445895;CaveGEWall01ice [STAT:0006CDC7];Dungeons\Caves\Green\Epic\CaveGEWall01.nif
445897;RoadStraight01ice [STAT:0006CDC9];Landscape\Roads\RoadStraight01.nif
445932;RoadStraightLongRamp01ice [STAT:0006CDEC];Landscape\Roads\RoadStraightLongRamp01.nif
445947;CaveGLWallStraight01ice [STAT:0006CDFB];Dungeons\Caves\Green\LargeWall\CaveGLWallStraight01.nif
445953;RoadCurveLong45R01ice [STAT:0006CE01];Landscape\Roads\RoadCurveLong45R01.nif
445957;RoadChunkM01ice [STAT:0006CE05];Landscape\Roads\RoadChunkM01.nif
445962;RoadChunkS03ice [STAT:0006CE0A];Landscape\Roads\RoadChunkS03.nif
445974;RoadChunkM04ice [STAT:0006CE16];Landscape\Roads\RoadChunkM04.nif
447377;SkyHavenPuzzlePillarBase01 [STAT:0006D391];Architecture\SkyHavenTemple\Pillar\SkyHavenPuzzlePillarBase01.nif
449878;DweFacadeBalcony01Snow [STAT:0006DD56];Dungeons\Dwemer\Facades\DweFacadeBalcony01.nif
449879;DweFacadeBalconyCap01Snow [STAT:0006DD57];Dungeons\Dwemer\Facades\DweFacadeBalconyCap01.nif
449880;DweFacadeBalconyMid01Snow [STAT:0006DD58];Dungeons\Dwemer\Facades\DweFacadeBalconyMid01.nif
449881;DweFacadeBridge01Snow [STAT:0006DD59];Dungeons\Dwemer\Facades\DweFacadeBridge01.nif
449882;DweFacadeBridgeCurve01Snow [STAT:0006DD5A];Dungeons\Dwemer\Facades\DweFacadeBridgeCurve01.nif
449883;DweFacadeBridgeCurve02Snow [STAT:0006DD5B];Dungeons\Dwemer\Facades\DweFacadeBridgeCurve02.nif
449884;DweFacadeBridgeCurve03Snow [STAT:0006DD5C];Dungeons\Dwemer\Facades\DweFacadeBridgeCurve03.nif
449885;DweFacadeBridgeRampCCW01Snow [STAT:0006DD5D];Dungeons\Dwemer\Facades\DweFacadeBridgeRampCCW01.nif
449886;DweFacadeBridgeRampCW01Snow [STAT:0006DD5E];Dungeons\Dwemer\Facades\DweFacadeBridgeRampCW01.nif
449887;DweFacadePartition01Snow [STAT:0006DD5F];Dungeons\Dwemer\Facades\DweFacadePartition01.nif
449889;DweFacadePartitionRoof01Snow [STAT:0006DD61];Dungeons\Dwemer\Facades\DweFacadePartitionRoof01.nif
449890;DweFacadePartitionRoofMid01Snow [STAT:0006DD62];Dungeons\Dwemer\Facades\DweFacadePartitionRoofMid01.nif
449891;DweFacadeTower01Snow [STAT:0006DD63];Dungeons\Dwemer\Facades\DweFacadeTower01.nif
449892;DweFacadeTower02Snow [STAT:0006DD64];Dungeons\Dwemer\Facades\DweFacadeTower02.nif
449893;DweFacadeTower03Snow [STAT:0006DD65];Dungeons\Dwemer\Facades\DweFacadeTower03.nif
449894;DweFacadeTowerArch01Snow [STAT:0006DD66];Dungeons\Dwemer\Facades\DweFacadeTowerArch01.nif
449895;DweFacadeTowerRoof01Snow [STAT:0006DD67];Dungeons\Dwemer\Facades\DweFacadeTowerRoof01.nif
449896;DweFacadeTowerRoof02Snow [STAT:0006DD68];Dungeons\Dwemer\Facades\DweFacadeTowerRoof02.nif
449897;DweFacadeTowerSpacer01Snow [STAT:0006DD69];Dungeons\Dwemer\Facades\DweFacadeTowerSpacer01.nif
454835;CaveGHall1Way128D01ice [STAT:0006F0B3];Dungeons\Caves\Green\SmallHall\CaveGHall1Way128D01.nif
454836;CaveGRoomDoorB04ice [STAT:0006F0B4];Dungeons\Caves\Green\SmallRoom\CaveGRoomDoorB04.nif
454837;CaveGRoomWall02cice [STAT:0006F0B5];Dungeons\Caves\Green\SmallRoom\CaveGRoomWall02c.nif
454838;CaveGRoomInCorner03ice [STAT:0006F0B6];Dungeons\Caves\Green\SmallRoom\CaveGRoomInCorner03.nif
454839;CaveGRoomInCorner02ice [STAT:0006F0B7];Dungeons\Caves\Green\SmallRoom\CaveGRoomInCorner02.nif
454840;CaveGHall1Way128R01ice [STAT:0006F0B8];Dungeons\Caves\Green\SmallHall\CaveGHall1Way128R01.nif
454841;CaveGHall2Way01ice [STAT:0006F0B9];Dungeons\Caves\Green\SmallHall\CaveGHall2Way01.nif
454842;CaveGLHallDoor01ice [STAT:0006F0BA];Dungeons\Caves\Green\LargeHall\CaveGLHallDoor01.nif
454843;CaveGLHall1Way01cice [STAT:0006F0BB];Dungeons\Caves\Green\LargeHall\CaveGLHall1Way01c.nif
454844;CaveGRoomCorner04ice [STAT:0006F0BC];Dungeons\Caves\Green\SmallRoom\CaveGRoomCorner04.nif
454845;CaveGRoomWall04ice [STAT:0006F0BD];Dungeons\Caves\Green\SmallRoom\CaveGRoomWall04.nif
454846;CaveGRoomCorner03ice [STAT:0006F0BE];Dungeons\Caves\Green\SmallRoom\CaveGRoomCorner03.nif
454847;CaveGRoomWall02ice [STAT:0006F0BF];Dungeons\Caves\Green\SmallRoom\CaveGRoomWall02.nif
454848;CaveGLRoomDoorB02ice [STAT:0006F0C0];Dungeons\Caves\Green\LargeRoom\CaveGLRoomDoorB02.nif
454853;CaveGWallDoorB01ice [STAT:0006F0C5];Dungeons\Caves\Green\SmallWall\CaveGWallDoorB01.nif
454854;CaveGLHall1Way01ice [STAT:0006F0C6];Dungeons\Caves\Green\LargeHall\CaveGLHall1Way01.nif
454855;CaveGLHallRamp01ice [STAT:0006F0C7];Dungeons\Caves\Green\LargeHall\CaveGLHallRamp01.nif
454856;CaveGHallRamp01ice [STAT:0006F0C8];Dungeons\Caves\Green\SmallHall\CaveGHallRamp01.nif
454857;CaveGHall2Way02ice [STAT:0006F0C9];Dungeons\Caves\Green\SmallHall\CaveGHall2Way02.nif
454858;CaveGHall1Way128U01ice [STAT:0006F0CA];Dungeons\Caves\Green\SmallHall\CaveGHall1Way128U01.nif
454859;CaveGLPillar03ice [STAT:0006F0CB];Dungeons\Caves\Green\Pillars\CaveGLPillar03.nif
454860;CaveGLPillar06ice [STAT:0006F0CC];Dungeons\Caves\Green\Pillars\CaveGLPillar06.nif
454863;CaveGLHall3Way02ice [STAT:0006F0CF];Dungeons\Caves\Green\LargeHall\CaveGLHall3Way02.nif
454920;CaveGLHallDeadEnd02cIce [STAT:0006F108];Dungeons\Caves\Green\LargeHall\CaveGLHallDeadEnd02c.nif
454924;CaveGLHall1Way128L01ice [STAT:0006F10C];Dungeons\Caves\Green\LargeHall\CaveGLHall1Way128L01.nif
454928;CaveGLHall1Way128U01ice [STAT:0006F110];Dungeons\Caves\Green\LargeHall\CaveGLHall1Way128U01.nif
454929;CaveGWallStraight01ice [STAT:0006F111];Dungeons\Caves\Green\SmallWall\CaveGWallStraight01.nif
454930;CaveGLRoomDoorL03ice [STAT:0006F112];Dungeons\Caves\Green\LargeRoom\CaveGLRoomDoorL03.nif
454936;CaveGLPillar02ice [STAT:0006F118];Dungeons\Caves\Green\Pillars\CaveGLPillar02.nif
454937;CaveGLRoomDoorL01ice [STAT:0006F119];Dungeons\Caves\Green\LargeRoom\CaveGLRoomDoorL01.nif
454938;CaveGLPillar05ice [STAT:0006F11A];Dungeons\Caves\Green\Pillars\CaveGLPillar05.nif
454939;CaveGWallStraight02ice [STAT:0006F11B];Dungeons\Caves\Green\SmallWall\CaveGWallStraight02.nif
454940;CaveGHall1Way64R01ice [STAT:0006F11C];Dungeons\Caves\Green\SmallHall\CaveGHall1Way64R01.nif
454941;CaveGHall1Way64Short01ice [STAT:0006F11D];Dungeons\Caves\Green\SmallHall\CaveGHall1Way64Short01.nif
454965;RoadChunkL01ice [STAT:0006F135];Landscape\Roads\RoadChunkL01.nif
454966;RoadChunkL02ice [STAT:0006F136];Landscape\Roads\RoadChunkL02.nif
454967;RoadStraightLong01ice [STAT:0006F137];Landscape\Roads\RoadStraightLong01.nif
454968;RoadChunkM02ice [STAT:0006F138];Landscape\Roads\RoadChunkM02.nif
454969;RoadChunkM03ice [STAT:0006F139];Landscape\Roads\RoadChunkM03.nif
454970;CaveGHall1Way03cIce [STAT:0006F13A];Dungeons\Caves\Green\SmallHall\CaveGHall1Way03c.nif
454988;Farmhouse04Snow [STAT:0006F14C];Architecture\Farmhouse\Farmhouse04.nif
455002;Farmhouse03Snow [STAT:0006F15A];Architecture\Farmhouse\Farmhouse03.nif
455003;Stonewall02Snow [STAT:0006F15B];Architecture\Farmhouse\Stonewall\Stonewall02.NIF
455004;StonewallEndR01Snow [STAT:0006F15C];Architecture\Farmhouse\Stonewall\StonewallEndR01.NIF
455005;StonewallEndL01Snow [STAT:0006F15D];Architecture\Farmhouse\Stonewall\StonewallEndL01.NIF
455006;StonewallLong01Snow [STAT:0006F15E];Architecture\Farmhouse\Stonewall\StonewallLong01.NIF
455007;Stonewall01Snow [STAT:0006F15F];Architecture\Farmhouse\Stonewall\Stonewall01.NIF
466943;SLgGWalSec01 [STAT:00071FFF];Architecture\Solitude\Interiors\SLgGWalSec01.nif
466944;SLgGWalThi01 [STAT:00072000];Architecture\Solitude\Interiors\SLgGWalThi01.nif
466945;SLgGColEnd01 [STAT:00072001];Architecture\Solitude\Interiors\SLgGColEnd01.nif
466946;SLgGColEnd02 [STAT:00072002];Architecture\Solitude\Interiors\SLgGColEnd02.nif
466947;SLgGTraCon01 [STAT:00072003];Architecture\Solitude\Interiors\SLgGTraCon01.nif
466948;SLgGCeiSol01 [STAT:00072004];Architecture\Solitude\Interiors\SLgGCeiSol01.nif
466949;SLgGColCeil01 [STAT:00072005];Architecture\Solitude\Interiors\SLgGColCeil01.nif
466950;SLgGColSec02 [STAT:00072006];Architecture\Solitude\Interiors\SLgGColSec02.nif
466951;SLgGColSol01 [STAT:00072007];Architecture\Solitude\Interiors\SLgGColSol01.nif
467301;SMdFFloSol03 [STAT:00072165];Architecture\Solitude\Interiors\SMdFFloSol03.nif
467320;SNineDivineShrine [STAT:00072178];Architecture\Solitude\Interiors\SNineDivineShrine.nif
467332;SLgGWalSec02 [STAT:00072184];Architecture\Solitude\Interiors\SLgGWalSec02.nif
467334;SLgGTraCon02 [STAT:00072186];Architecture\Solitude\Interiors\SLgGTraCon02.nif
467355;SLgGCeiSol02 [STAT:0007219B];Architecture\Solitude\Interiors\SLgGCeiSol02.nif
467356;SLgGWalThi02 [STAT:0007219C];Architecture\Solitude\Interiors\SLgGWalThi02.nif
467357;SLgGWalSec03 [STAT:0007219D];Architecture\Solitude\Interiors\SLgGWalSec03.nif
467358;SLgGWalEndThi01 [STAT:0007219E];Architecture\Solitude\Interiors\SLgGWalEndThi01.nif
467359;SLgGColEnd03 [STAT:0007219F];Architecture\Solitude\Interiors\SLgGColEnd03.nif
467360;SLgGWalEndSec01 [STAT:000721A0];Architecture\Solitude\Interiors\SLgGWalEndSec01.nif
467670;SShrinelFir02 [STAT:000722D6];Architecture\Solitude\Interiors\SShrinelFir02.nif
467671;SLgGTraShrine01 [STAT:000722D7];Architecture\Solitude\Interiors\SLgGTraShrine01.nif
467672;SShrinelFir01 [STAT:000722D8];Architecture\Solitude\Interiors\SShrinelFir01.nif
467673;SShrinelRoof01 [STAT:000722D9];Architecture\Solitude\Interiors\SShrinelRoof01.nif
467674;SShrinelSec01 [STAT:000722DA];Architecture\Solitude\Interiors\SShrinelSec01.nif
467675;SShrinelSec02 [STAT:000722DB];Architecture\Solitude\Interiors\SShrinelSec02.nif
467676;SLgGTraShrine02 [STAT:000722DC];Architecture\Solitude\Interiors\SLgGTraShrine02.nif
467682;SShrinelRoof02 [STAT:000722E2];Architecture\Solitude\Interiors\SShrinelRoof02.nif
467683;SLgGTraShrine03 [STAT:000722E3];Architecture\Solitude\Interiors\SLgGTraShrine03.nif
467705;SShrineFloor [STAT:000722F9];Architecture\Solitude\Interiors\SShrineFloor.nif
468966;CaveGWallCorner01ice [STAT:000727E6];Dungeons\Caves\Green\SmallWall\CaveGWallCorner01.nif
468967;CaveGCeiling01ice [STAT:000727E7];Dungeons\Caves\Green\LargeWall\CaveGCeiling01.nif
474306;BoneDeerSkullHornedStatic [STAT:00073CC2];Clutter\Bones\DeerSkullHornsStatic.nif
474328;BoneDeerSkullStatic [STAT:00073CD8];Clutter\Bones\DeerSkullStatic.nif
474341;BoneMammothRibs [STAT:00073CE5];Clutter\Bones\MammothRibcage.nif
474342;BoneMammothRibsBroken [STAT:00073CE6];Clutter\Bones\MammothRibcageBroken.nif
474344;BoneMammothSkull1 [STAT:00073CE8];Clutter\Bones\MammothSkull1.nif
474345;BoneMammothSkull2 [STAT:00073CE9];Clutter\Bones\MammothSkull2.nif
474346;BoneMammothSkull3 [STAT:00073CEA];Clutter\Bones\MammothSkull3.nif
474349;BoneMammothSkull4 [STAT:00073CED];Clutter\Bones\MammothSkull4.nif
477837;WRIntCHStr01 [STAT:00074A8D];Architecture\WhiteRun\WRInteriors\WRJorvaskr\WRIntCHStr01.nif
477871;WRIntCHStrSlopeR [STAT:00074AAF];Architecture\WhiteRun\WRInteriors\WRJorvaskr\WRIntCHStrSlopeR.nif
477872;WRIntCHStrSlopeL [STAT:00074AB0];Architecture\WhiteRun\WRInteriors\WRJorvaskr\WRIntCHStrSlopeL.nif
479039;WRIntCHCol01 [STAT:00074F3F];Architecture\WhiteRun\WRInteriors\WRJorvaskr\WRIntCHCol01.nif
479040;WRIntCHFloorWoodAngleL [STAT:00074F40];Architecture\WhiteRun\WRInteriors\WRJorvaskr\WRIntCHFloorWoodAngleL.nif
479053;WRIntCHFloorWoodAngleR [STAT:00074F4D];Architecture\WhiteRun\WRInteriors\WRJorvaskr\WRIntCHFloorWoodAngleR.nif
479340;WRIntCHFloorWoodFoyer01 [STAT:0007506C];Architecture\WhiteRun\WRInteriors\WRJorvaskr\WRIntCHFloorWoodFoyer01.nif
